Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.821245093,5.919193679,6.072202043,6.369613833,6.7514992,6.711044748,6.622316292,6.808218402,7.08238705,7.111727284,7.270218406,7.529547246,7.553962555,7.526281225,7.538747926,7.255183192,7.162570804,7.003938289,7.127063471,6.951012405,6.788832379,6.712281917,6.743094793,6.681897697,6.825928272,6.812671212,6.663106417,6.64095804,6.199363711,8.136801634,7.143627505
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.450963047,2.434479651,2.685865512,2.960555218,3.035334148,3.151954835,3.245328678,3.533587822,3.635659684,3.539362778,3.94916987,4.251821612,4.46832653,4.416820045,4.461562361,4.339314814,4.290280848,4.373097031,4.468818782,4.218097957,4.124835343,4.056068552,4.040423819,4.02012306,4.085861515,3.997886877,3.869336527,3.751713732,3.816317463,4.292507482,4.014497805
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.028118778,5.415118878,6.145301804,7.742901778,9.060605392,9.9799895,11.03062552,12.13373158,12.29406255,10.90324937,10.20917493,9.696141913,9.543940334,9.234733196,8.617007512,8.108715957,7.322336908,7.313862534,9.043133859,8.415935176,7.75325745,7.149377833,7.175172848,7.403325435,7.532215834,7.555010499,7.341853149,7.028057596,7.212611606,7.672702421,7.24781604
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.933461201,7.503047453,8.661382168,9.660514324,9.937364903,10.28686348,10.51866174,10.69439012,10.6082757,9.791396248,9.084302487,9.091622982,9.112588988,9.101905064,8.721310909,8.07787822,7.162042228,7.069153668,8.896202676,8.97606052,8.718873007,8.929686236,9.166392409,8.923007764,8.525311079,8.058561297,7.453345988,6.869257131,6.643393941,7.077274608,6.908175015
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.43900013,4.589000225,4.614999771,4.489999771,4.631999969,4.683000088,4.538000107,4.622000217,5.18900013,4.800000191,4.25,4.899000168,5.659999847,5,3.779999971,3.549999952,3.140000105,3.920000076,4.610000134,4.090000153,3.460000038,3.230000019,3.079999924,3.480000019,3.619999886,4.599999905,3.839999914,3.529999971,3.809999943,6.110000134,4.5
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.380000114,8.920000076,10.92000008,10.93000031,11.03999996,9,8.369999886,8.029999733,7.949999809,8.979999542,9.260000229,10.01000023,10.90999985,10.31999969,11.04899979,10.48999977,8.800000191,8.517000198,9.086999893,8.755999565,11.84899998,12.59700012,13.15400028,13.10499954,13.05200005,12.44999981,11.7670002,9.854999542,7.850999832,7.93900013,7.400000095
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.273798313,8.88232277,10.67209143,11.75974395,11.43647692,11.66312034,11.65979159,11.19108557,10.43778145,9.427740823,8.348106144,8.611402494,8.95112201,9.236463606,9.016801344,8.31056641,7.434041463,7.479709844,9.533409235,10.06196034,10.09922268,11.27429735,11.90934763,11.58426406,10.82533181,9.99610498,9.033082088,8.156872837,7.522524014,7.844200371,7.704372942
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.313000202,5.427999973,5.465000153,5.489999771,5.377999783,5.357999802,5.492000103,5.552000046,5.605999947,5.616000175,5.665999889,5.69299984,5.677000046,5.59100008,5.623000145,5.638999939,5.65199995,5.596000195,5.644999981,5.892000198,5.782000065,5.69299984,5.630000114,5.677999973,5.796999931,5.80700016,5.80700016,5.697000027,5.703999996,7.28000021,6.802000046
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.93000031,17.70000076,22.15999985,24.20999908,22.68000031,22.13999939,20.70000076,18.67000008,15.47999954,13.78999996,10.35000038,11.14999962,11.27999973,11.09000015,9.149999619,8.449999809,8.229999542,11.25,17.86000061,19.86000061,21.38999939,24.79000092,26.09000015,24.44000053,22.05999947,19.63999939,17.21999931,15.25,14.10000038,15.52999973,14.77999973
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.470000029,3.680000067,6.539999962,7.559999943,9.659999847,9.920000076,10.36999989,9.510000229,11.56999969,13.35999966,13.13000011,10.02999973,11.28999996,10.25,8.029999733,5.909999847,4.590000153,5.449999809,13.55000019,16.70999908,12.32999992,10.02000046,8.630000114,7.349999905,6.409999847,6.880000114,5.809999943,5.409999847,4.510000229,6.960000038,6.179999828
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.131999969,3.154999971,3.023000002,3.099999905,3.204999924,3.285000086,3.474999905,3.65199995,3.710000038,3.507999897,3.298000097,3.148999929,2.974999905,2.683000088,2.5,2.471999884,2.436000109,2.407999992,2.387000084,2.335999966,2.311000109,2.292000055,2.25,2.411999941,2.572999954,2.734999895,2.895999908,3.058000088,3.219000101,4.125999928,3.930000067
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.518165123,9.219989596,10.81521167,11.50168902,11.05993835,11.09398337,10.87056798,10.44213996,10.18041682,9.830654736,9.196404191,9.53856236,9.639374637,9.874627435,9.566711857,8.622361676,7.447038889,7.201691313,9.12136448,9.794718533,9.831281603,10.79788273,11.31736953,10.83641065,10.01804379,9.104986717,8.1230238,7.253803211,6.679809887,7.054818712,7.001453279
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.441242941,4.377973383,4.366146095,4.483450385,5.018674512,5.343256965,5.505534532,5.774215884,5.986270487,5.957662808,5.883085536,5.895903551,5.775578916,5.604477072,5.262689856,5.131672351,5.03393493,5.05771621,5.136106487,5.218516949,5.257174122,5.279456739,5.293590733,5.492754624,5.588907262,5.707715723,5.901883831,5.918164861,5.981660907,6.859123914,7.035047973
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.5,11.60000038,16.20000076,16.43000031,17,15.56999969,14.97000027,13.21000004,11.68999958,11.13000011,10.28999996,10.42000008,10.47000027,10.35999966,8.380000114,7.71999979,6.849999905,6.369999886,8.25,8.390000343,7.78000021,7.690000057,8.18999958,8.659999847,9.380000114,8.819999695,8.640000343,7.360000134,6.690000057,7.760000229,7.610000134
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.910999775,4.65500021,4.777999878,4.696000099,4.777999878,4.71600008,4.928999901,4.820000172,4.598999977,4.912000179,4.797999859,4.762000084,4.828999996,4.699999809,3.890000105,3.95600009,4.117000103,4.165999889,4.324999809,4.308000088,4.409999847,4.425000191,4.31799984,4.27699995,4.285999775,4.320000172,4.261000156,4.315000057,4.441999912,4.794000149,4.928999901
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.130000114,10.19999981,11.31999969,12.59000015,11.82999992,12.36999989,12.56999969,12.06999969,11.97999954,10.22000027,8.609999657,8.699999809,8.31000042,8.909999847,8.489999771,8.449999809,7.659999847,7.059999943,8.739999771,8.869999886,8.81000042,9.399999619,9.920000076,10.28999996,10.35000038,10.05000019,9.409999847,9.020000458,8.409999847,8.010000229,7.860000134
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.79899979,17.95999908,17.78000069,17.7159996,17.62000084,17.57600021,17.46100044,17.43300056,17.61000061,17.39100075,17.23399925,17.20400047,17.07600021,17.02799988,16.90999985,17.73699951,18.27199936,19.19000053,19.83399963,20.38999939,20.41799927,20.48900032,20.50699997,20.56500053,20.60099983,20.66799927,20.73200035,20.74699974,20.69499969,21.72599983,21.83600044
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.550000191,9.770000458,10.35000038,9.649999619,8.68999958,8.18999958,7.070000172,6.199999809,6.039999962,5.559999943,4.699999809,5.039999962,4.809999943,4.590000153,4.75,5.349999905,5.260000229,5.619999886,7.539999962,7.789999962,8.039999962,7.880000114,7.519999981,6.110000134,5.300000191,4.809999943,4.329999924,4,3.74000001,4.472000122,4.826000214
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.700000048,5.400000095,5.400000095,8.399999619,7.599999905,11.5,11.5,14.52999973,13.80000019,10.81999969,11.15999985,12.59000015,11.51000023,12.61999989,13.81000042,13.56999969,13.27999973,17.87000084,20.70999908,20.20000076,19.62999916,19.64999962,19.42000008,17.44000053,16.51000023,16.60000038,13.93999958,12.67000008,11.56999969,11.72999954,12.20800018
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.49000001,4.699999809,5.265999794,5.881000042,6.451000214,7.026000023,7.625,8.199999809,10.10000038,10.46000004,9.491999626,8.519000053,7.540999889,6.573999882,5.609000206,4.639999866,4.864999771,4.974999905,5.243000031,5.380000114,4.22300005,3.224999905,2.170000076,4.494999886,6.809999943,5.105999947,3.369999886,3.428999901,3.463000059,3.773999929,3.91899991
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.547999859,4.539999962,4.512000084,4.535999775,4.527999878,4.534999847,4.526000023,4.559999943,4.56099987,4.590000153,4.572999954,4.550000191,4.65199995,4.659999847,4.677000046,4.739999771,4.659999847,4.738999844,4.870999813,4.782000065,4.795000076,4.815999985,4.882999897,4.915999889,4.941999912,4.833000183,4.870999813,4.977000237,5.019999981,5.945000172,5.820000172
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.931000233,7.988999844,8.057999611,8.168999672,8.218999863,8.260000229,8.277000427,8.369000435,8.385000229,8.470000267,8.534999847,8.777000427,8.661000252,8.730999947,8.986000061,9.029000282,9.038000107,9.055999756,9.130999565,9.230999947,9.607000351,9.420000076,8.592000008,7.785999775,6.81400013,5.959000111,5.038000107,4.130000114,4.179999828,5.096000195,4.980999947
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.95600009,2.99000001,2.990999937,2.990999937,2.99000001,2.957000017,2.990999937,3.200000048,3.035000086,3.01699996,3.042000055,3.068000078,3.066999912,3.062000036,3.062000036,3.082000017,3.085000038,3.095000029,3.102999926,3.104000092,3.092999935,3.160000086,3.140000105,3.163000107,3.14199996,3.151000023,3.161999941,3.200000048,3.174999952,3.605000019,3.687000036
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.419000149,7.572000027,7.677999973,7.754000187,7.803999901,7.90199995,7.982999802,7.991000175,8.008000374,7.999000072,8.104999542,8.178999901,8.208000183,8.12899971,8.104999542,8.036999702,7.986000061,7.941999912,8.05700016,8.397999763,8.298999786,8.190999985,8.083999634,8.097000122,8.204999924,8.227000237,8.262999535,8.199999809,8.277000427,9.295000076,9.147000313
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.650000095,7.840000153,8.609999657,8.859999657,9.06000042,9.649999619,9.569999695,10.84000015,11.85000038,11.23999977,10.46000004,9.979999542,9.409999847,10.31000042,9.989999771,9.010000229,8.399999619,7.760000229,9.619999886,12.71000004,17.86000061,24.44000053,27.46999931,26.48999977,24.89999962,23.54000092,21.48999977,19.29000092,17.30999947,16.30999947,14.71000004
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.655999899,2.638000011,2.66899991,2.676000118,2.664000034,2.72300005,2.698999882,2.694000006,2.73300004,2.75,2.792999983,2.76699996,2.809999943,2.970000029,3.052999973,3.082000017,3.140000105,3.313999891,3.489000082,3.5,3.095000029,2.75999999,3.019999981,2.720000029,2.50999999,2.579999924,2.460000038,2.279999971,2.190000057,3.358999968,2.941999912
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.50999999,3.839999914,5.53000021,7.599999905,7.900000095,8.279999733,9.670000076,7.739999771,13.94999981,15.31999969,13.21000004,11.39000034,9.75399971,7.699999809,7,7.400000095,8.300000191,8.711999893,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,5.429999828,5.546999931,5.477000237,6.577000141,6.25
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.95400047,11.89999962,11.87300014,11.84700012,11.88399982,11.81799984,11.82699966,11.93500042,11.84000015,11.89000034,11.81200027,11.81000042,11.57600021,11.27900028,11.02700043,10.69999981,10.94299984,11.30099964,11.53800011,11.81200027,12.05799961,12.33300018,12.64000034,12.95400047,13.25199986,13.47500038,13.75699997,14.02000046,13.52000046,15.58899975,14.90499973
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.763638287,7.314304977,7.842227884,7.845917884,7.44951374,7.423501746,7.13386745,7.048398435,6.91923106,6.53393362,6.502531416,7.021548448,7.133689347,6.978797779,6.683345363,6.1526852,5.618939845,5.865208369,7.944606654,8.194905004,7.868317429,7.901358042,7.815856713,7.212528778,6.626327254,6.148678438,5.589230749,5.07744256,4.76884217,6.506147416,5.606627574
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.329999924,3.420000076,3.289999962,3.400000095,3.299999952,3.309999943,3.390000105,3.119999886,2.809999943,2.920000076,5.809999943,5.170000076
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.579999924,3.059999943,3.115999937,3.236999989,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,3.855000019,4,4.019999981,5.300000191,5.989999771,4.909999847,3.569999933,3.210000038,3.160000086,3.289999962,4.119999886,4.46999979,3.75,5.650000095,7.079999924,6.150000095,6.730000019,5.53000021,5.619999886,5.550000191,10.68000031,7.947000027
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.961855142,5.030567981,5.01200439,4.98704719,4.906895449,4.944888118,4.965077167,5.001236482,5.114994738,5.148172567,5.075114527,5.040244444,5.012935165,4.88048426,4.752429812,4.70383803,4.660618225,4.642867754,4.709042849,4.915492922,4.868754398,4.705053549,4.448116973,4.486121799,4.672703058,4.639702204,4.673842093,4.619185682,4.634468114,5.453946803,5.119614698
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.14000034,11.01500034,10.68400002,10.64099979,10.18000031,9.680000305,9.710000038,11.39000034,13.56000042,16.05999947,15.81999969,15.05000019,13.92000008,13.65999985,12.60000038,11.13000011,9.909999847,8.529999733,9.199999809,11.61999989,13.68000031,15.93000031,17.25,17.29000092,16.18000031,13.10000038,11.21000004,8.430000305,6.619999886,7.510000229,7.610000134
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.561999798,7.618999958,7.577000141,7.614999771,7.301000118,7.324999809,7.296000004,7.255000114,7.199999809,8.407999992,9.635000229,10.82600021,11.9989996,13.30799961,14.42000008,15.66399956,16.79999924,16.29800034,15.65799999,15.38300037,14.56000042,14.10000038,13.95800018,13.96000004,13.88799953,13.85200024,13.78600025,13.75500011,13.78100014,15.08500004,15.0170002
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.5,9.93999958,12.10000038,10.85000038,10.17000008,10.02000046,8.989999771,8.930000305,6.929999828,6.559999943,5.670000076,5.610000134,5.789999962,5.829999924,7.190000057,7.489999771,7.409999847,7.820000172,10.02999973,11.17000008,11.02999973,11,10.18000031,7.730000019,6.809999943,5.110000134,4.159999847,3.710000038,3.420000076,4.25,4.050000191
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.719707228,4.764526901,5.000998366,5.387539692,5.748904721,5.887043098,6.001323799,6.259051583,6.541037058,6.455948511,6.651814517,6.899095915,7.036077685,6.919824749,6.896554963,6.630993554,6.420215838,6.340835669,6.662079547,6.443321459,6.295676316,6.189870992,6.180598337,6.165299583,6.287889712,6.390172288,6.311540771,6.174589668,5.976116009,7.388346086,6.532305535
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.567256858,4.614649919,4.822777372,5.155184803,5.453692373,5.584870436,5.686036969,5.916163596,6.157997215,6.08932931,6.244795836,6.437494784,6.545150237,6.426077736,6.384571686,6.140915238,5.966329667,5.912366986,6.176689324,5.983241349,5.868983421,5.797511393,5.79135869,5.755742234,5.911270673,5.995502569,5.951134977,5.843179633,5.717659516,6.998207169,6.343449782
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.794263766,3.862374467,3.938804211,4.014974644,4.016656654,4.131458299,4.182926581,4.293405472,4.357457913,4.383173647,4.378253591,4.352223645,4.357844431,4.254052904,4.159254465,4.032665892,4.032218664,4.108842812,4.160406066,4.103028684,4.148993947,4.231425192,4.259435772,4.170819346,4.484512821,4.530483081,4.647358716,4.672066975,4.815375539,5.690536321,5.681367954
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.991632926,3.071975332,3.256710793,3.444914641,3.519165492,3.733414025,3.739196763,3.890980029,3.84684692,3.706970333,3.577630621,3.403377133,3.284268705,3.137696574,3.014891141,2.896905483,2.714100597,2.738757944,2.789058821,2.856592564,2.903681484,3.256821023,3.636512859,3.290389828,4.052643476,4.235265349,4.517755273,4.760753499,5.215077337,6.202936641,6.170685847
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.619999886,2.730000019,2.779999971,4.369999886,4.597000122,4.860000134,4.679999828,5.460000038,6.360000134,6.079999924,6.079999924,6.599999905,6.659999847,7.300000191,7.940000057,7.550000191,8.06000042,7.210000038,6.110000134,5.610000134,5.150000095,4.46999979,4.340000153,4.050000191,4.510000229,4.300000191,3.779999971,4.389999866,3.589999914,4.25,3.829999924
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.152471147,4.2151717,4.241648571,4.268052485,4.236431375,4.309035186,4.38296552,4.475169282,4.588985836,4.692070323,4.746162917,4.788746285,4.851982668,4.768369784,4.68503937,4.554177166,4.639845136,4.742354151,4.798614054,4.686787041,4.733048831,4.683854442,4.544693027,4.573525813,4.68363273,4.666138363,4.706433042,4.631789421,4.633049129,5.456724157,5.438859351
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.736999989,6.815000057,6.797999859,6.829999924,7.013999939,7.181000233,7.278999805,7.486999989,7.709000111,7.769999981,7.956999779,8.102000237,8.359999657,8.531000137,8.699999809,8.625,8.536000252,8.354000092,8.383999825,8.319000244,8.168000221,8.095000267,8.036999702,7.980999947,7.914999962,7.842000008,7.732999802,7.650000095,6.510000229,10.19499969,7.712999821
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.77000046,15.02000046,15.56999969,14.53999996,11.97000027,11.68999958,10.18999958,7.699999809,5.800000191,4.320000172,3.680000067,4.21999979,4.480000019,4.489999771,4.340000153,4.409999847,4.980000019,6.769999981,12.60999966,14.52999973,15.35000038,15.44999981,13.72999954,11.85999966,9.909999847,8.369999886,6.710000038,5.739999771,4.949999809,5.619999886,6.190000057
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.10000038,10.84300041,10.45100021,10.06400013,9.574000359,9.100000381,9.795000076,10.39599991,11.04199982,11.58199978,12.29800034,12.80000019,11.50300026,10.30000019,11.81000042,11.52000046,10.77000046,10.63000011,12.10999966,13.68000031,12.48999977,12.27000046,10.60000038,10.68000031,11.17000008,12.61999989,12.22999954,12.18999958,10.73999977,9.68999958,10.81799984
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.222999573,8.972999573,8.944000244,9.038000107,9.020999908,8.916999817,8.805000305,8.788000107,8.776000023,8.751999855,8.842000008,8.890999794,8.848999977,8.604999542,8.718000412,8.654000282,8.649999619,8.479999542,8.395000458,8.251999855,8.125,7.960000038,9.262999535,10.59000015,10.72900009,10.81999969,13.02000046,14.06499958,15.10999966,16.22999954,16.17000008
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.549999952,4.309999943,5.260000229,5.329999924,5.199999809,3.599999905,3.720000029,3.069999933,2.180000067,1.940000057,1.870000005,2.99000001,4,4.03000021,2.549999952,2.829999924,2.25,2.950000048,7.21999979,7.559999943,7.03000021,6,5.380000114,4.900000095,3.980000019,2.980000019,2.74000001,2.700000048,3.50999999,5.480000019,6.019999981
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.39000034,14.07999992,12.73999977,9.930000305,8.779999733,8.460000038,9.75,10.75,11.18000031,11.10000038,11.81000042,12.89000034,13.51000023,13.02999973,11.34000015,10.71000004,9.380000114,7.699999809,9.529999733,8.479999542,7.139999866,6.860000134,6.210000038,5.889999866,5.25,4.800000191,4.21999979,4,3.799999952,4.329999924,4.318999767
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.10000038,9.319999695,10.21000004,11.09000015,11.65999985,11.85999966,11.97999954,12.11999989,11.68000031,10.82999992,9.600000381,9.210000038,8.869999886,7.869999886,7.730000019,6.78000021,6.079999924,6.71999979,7.75,8.359999657,8.359999657,10.64999962,12.14999962,12.68000031,11.89999962,11.68999958,11.21000004,10.60999966,9.949999809,9.159999847,9.5
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.188000202,7.203999996,7.058000088,7.152999878,7.105999947,7.112999916,7.09499979,7.079999924,6.993000031,6.959000111,6.914999962,6.868000031,6.803999901,6.800000191,6.767000198,6.697999954,6.678999901,6.670000076,7.309999943,7.630000114,8.029999733,8.68999958,9.699999809,9.050000191,8.842000008,8.630000114,7.400000095,5.46999979,4.989999771,6.5,6.011000156
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.58200073,19.27300072,19.70000076,17.16600037,14.60000038,13.69999981,13.68500042,13.70400047,13.70800018,13.69999981,14.69999981,15.30000019,14.5,14.57800007,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07999992,15.27999973,18.12000084,18.26000023,16.79999924,19.20999908,18.44400024
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.75,5.019999981,5.389999866,5.25,4.730000019,4.449999809,4.190000057,3.890000105,4,5.070000172,5.099999905,4.550000191,4.360000134,4.039999962,3.589999914,3.390000105,3.130000114,2.819999933,2.470000029,2.349999905,2.799999952,2.799999952
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.899999976,1,1.110000014,7.539999962,10.97999954,12.96000004,13.01000023,13.13000011,13.46000004,12.75,10.43000031,9.329999924,8.779999733,8.399999619,8.130000114,7.789999962,7.260000229,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.900000095,4.849999905,4.800000191,4.889999866,5.162000179
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.276000023,3.288000107,3.256000042,3.210000038,3.171000004,3.155999899,3.184000015,3.131000042,3.125,3.128000021,3.069999933,3.089999914,3.042000055,2.996999979,2.967999935,2.941999912,2.91899991,2.976000071,2.920000076,2.845999956,2.858999968,2.844000101,2.83100009,2.796000004,2.773999929,2.75999999,3.519999981,4.244999886,5.010000229,5.616000175,5.644000053
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1,1.100000024,1.177999973,1.235999942,1.427000046,1.623000026,1.743999958,1.764000058,1.871000051,1.98300004,2.075000048,2.109999895,2.282000065,2.375,2.381000042,2.512000084,2.677000046,2.769999981,2.788000107,2.834000111,3.022000074,3.02699995,3.296000004,3.282999992,3.378000021,3.48300004,3.588999987,3.670000076,4.25,4.630000114,4.765999794
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.749000013,0.768000007,0.813000023,1.379999995,0.785000026,0.839999974,0.912999988,0.952000022,0.898000002,0.972000003,1.039999962,1.106999993,1.121000051,1.133999944,1.129999995,1.208999991,1.25999999,0.819999993,0.579999983,0.769999981,0.579999983,0.509000003,0.439999998,0.689999998,0.389999986,0.720000029,0.140000001,0.142000005,0.145999998,0.298000008,0.294999987
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
